t (ms),a_x,a_y,a_z,g_x,g_y,g_z,ag_x,ag_y,ag_z,SVM_a,SVM_g,CM_a,CM_g,jerk_x,jerk_y,jerk_z,accl_x,accl_y,accl_z,th_x,th_y,th_z,ag_x_mean,ag_x_max,ag_x_min,ag_y_mean,ag_y_max,ag_y_min,ag_z_mean,ag_z_max,ag_z_min,g_x_mean,g_x_max,g_x_min,g_y_mean,g_y_max,g_y_min,g_z_mean,g_z_max,g_z_min,SMA_a,SMA_g,RMS_ag_x,RMS_ag_y,RMS_ag_z,RMS_g_x,RMS_g_y,RMS_g_z,MAD_ag_x,MAD_ag_y,MAD_ag_z,MAD_g_x,MAD_g_y,MAD_g_z,VAR_ag_x,VAR_ag_y,VAR_ag_z,VAR_g_x,VAR_g_y,VAR_g_z,STD_ag_x,STD_ag_y,STD_ag_z,STD_g_x,STD_g_y,STD_g_z,IQR_ag_x,IQR_ag_y,IQR_ag_z,IQR_g_x,IQR_g_y,IQR_g_z,FFT_ag_x,FFT_ag_y,FFT_ag_z,FFT_g_x,FFT_g_y,FFT_g_z,E_ag_x,E_ag_y,E_ag_z,E_g_x,E_g_y,E_g_z
192274,-8.983,2.679,-2.94,-0.013,0.013,-0.024,-0.916,0.273,-0.3,1.002,0.03,0.422,0.016,-0.0,-0.0,-0.0,0.0,0.0,0.0,2.725,1.295,1.875,-0.918,-0.916,-0.921,0.27,0.273,0.267,-0.298,-0.296,-0.301,-0.014,-0.008,-0.019,0.013,0.025,0.005,-0.022,-0.01,-0.028,1.486,0.049,0.918,0.27,0.298,0.014,0.014,0.022,0.001,0.002,0.001,0.002,0.004,0.004,0.0,0.0,0.0,0.0,0.0,0.0,0.001,0.002,0.002,0.003,0.005,0.005,0.002,0.004,0.002,0.001,0.005,0.005,-9.18,2.699,-2.978,-0.139,0.13,-0.217,8.427,0.729,0.887,0.002,0.002,0.005
192377,-8.997,2.67,-2.947,-0.012,0.025,-0.024,-0.917,0.272,-0.301,1.003,0.037,0.422,0.019,-0.0,-0.0,0.0,-0.0,-0.0,-0.0,2.725,1.296,1.876,-0.918,-0.916,-0.921,0.27,0.273,0.267,-0.298,-0.296,-0.301,-0.014,-0.008,-0.019,0.013,0.025,0.005,-0.022,-0.01,-0.028,1.486,0.049,0.918,0.27,0.298,0.014,0.014,0.022,0.001,0.002,0.001,0.002,0.004,0.004,0.0,0.0,0.0,0.0,0.0,0.0,0.001,0.002,0.002,0.003,0.005,0.005,0.002,0.004,0.002,0.001,0.005,0.005,0.004,0.004,-0.004,-0.004,0.016,0.01,8.427,0.729,0.887,0.002,0.002,0.005
192480,-8.99,2.662,-2.904,-0.014,0.007,-0.025,-0.917,0.271,-0.296,1.001,0.029,0.419,0.013,-0.0,-0.0,0.0,-0.0,-0.0,-0.0,2.729,1.297,1.871,-0.918,-0.916,-0.921,0.27,0.273,0.267,-0.298,-0.296,-0.301,-0.014,-0.008,-0.019,0.013,0.025,0.005,-0.022,-0.01,-0.028,1.486,0.049,0.918,0.27,0.298,0.014,0.014,0.022,0.001,0.002,0.001,0.002,0.004,0.004,0.0,0.0,0.0,0.0,0.0,0.0,0.001,0.002,0.002,0.003,0.005,0.005,0.002,0.004,0.002,0.001,0.005,0.005,0.004,0.007,-0.003,0.011,0.009,0.002,8.427,0.729,0.887,0.002,0.002,0.005
192583,-9.012,2.658,-2.916,-0.014,0.005,-0.028,-0.919,0.271,-0.297,1.003,0.032,0.42,0.013,0.0,0.0,-0.0,0.0,0.0,-0.0,2.729,1.297,1.871,-0.918,-0.916,-0.921,0.27,0.273,0.267,-0.298,-0.296,-0.301,-0.014,-0.008,-0.019,0.013,0.025,0.005,-0.022,-0.01,-0.028,1.486,0.049,0.918,0.27,0.298,0.014,0.014,0.022,0.001,0.002,0.001,0.002,0.004,0.004,0.0,0.0,0.0,0.0,0.0,0.0,0.001,0.002,0.002,0.003,0.005,0.005,0.002,0.004,0.002,0.001,0.005,0.005,-0.0,0.001,-0.003,-0.009,-0.003,-0.011,8.427,0.729,0.887,0.002,0.002,0.005
192686,-8.985,2.653,-2.931,-0.014,0.014,-0.026,-0.916,0.271,-0.299,1.001,0.033,0.42,0.017,0.0,0.0,0.0,0.0,0.0,0.0,2.727,1.297,1.874,-0.918,-0.916,-0.921,0.27,0.273,0.267,-0.298,-0.296,-0.301,-0.014,-0.008,-0.019,0.013,0.025,0.005,-0.022,-0.01,-0.028,1.486,0.049,0.918,0.27,0.298,0.014,0.014,0.022,0.001,0.002,0.001,0.002,0.004,0.004,0.0,0.0,0.0,0.0,0.0,0.0,0.001,0.002,0.002,0.003,0.005,0.005,0.002,0.004,0.002,0.001,0.005,0.005,0.001,0.004,-0.0,0.006,-0.017,-0.008,8.427,0.729,0.887,0.002,0.002,0.005
192789,-9.0,2.653,-2.916,-0.008,0.01,-0.022,-0.918,0.271,-0.297,1.002,0.025,0.42,0.012,-0.0,-0.0,0.0,0.0,-0.0,0.0,2.729,1.297,1.872,-0.918,-0.916,-0.921,0.27,0.273,0.267,-0.298,-0.296,-0.301,-0.014,-0.008,-0.019,0.013,0.025,0.005,-0.022,-0.01,-0.028,1.486,0.049,0.918,0.27,0.298,0.014,0.014,0.022,0.001,0.002,0.001,0.002,0.004,0.004,0.0,0.0,0.0,0.0,0.0,0.0,0.001,0.002,0.002,0.003,0.005,0.005,0.002,0.004,0.002,0.001,0.005,0.005,0.002,-0.001,0.0,0.001,-0.01,-0.009,8.427,0.729,0.887,0.002,0.002,0.005
192892,-9.029,2.614,-2.904,-0.014,0.011,-0.021,-0.921,0.267,-0.296,1.004,0.028,0.418,0.015,-0.0,-0.0,-0.0,-0.0,0.0,0.0,2.733,1.302,1.87,-0.918,-0.916,-0.921,0.27,0.273,0.267,-0.298,-0.296,-0.301,-0.014,-0.008,-0.019,0.013,0.025,0.005,-0.022,-0.01,-0.028,1.486,0.049,0.918,0.27,0.298,0.014,0.014,0.022,0.001,0.002,0.001,0.002,0.004,0.004,0.0,0.0,0.0,0.0,0.0,0.0,0.001,0.002,0.002,0.003,0.005,0.005,0.002,0.004,0.002,0.001,0.005,0.005,0.001,0.004,-0.0,0.006,-0.017,-0.008,8.427,0.729,0.887,0.002,0.002,0.005
192995,-9.009,2.614,-2.926,-0.019,0.015,-0.02,-0.919,0.267,-0.298,1.002,0.031,0.418,0.018,0.0,0.0,-0.0,0.0,0.0,0.0,2.731,1.301,1.873,-0.918,-0.916,-0.921,0.27,0.273,0.267,-0.298,-0.296,-0.301,-0.014,-0.008,-0.019,0.013,0.025,0.005,-0.022,-0.01,-0.028,1.486,0.049,0.918,0.27,0.298,0.014,0.014,0.022,0.001,0.002,0.001,0.002,0.004,0.004,0.0,0.0,0.0,0.0,0.0,0.0,0.001,0.002,0.002,0.003,0.005,0.005,0.002,0.004,0.002,0.001,0.005,0.005,-0.0,0.001,-0.003,-0.009,-0.003,-0.011,8.427,0.729,0.887,0.002,0.002,0.005
193098,-9.009,2.617,-2.919,-0.014,0.015,-0.017,-0.919,0.267,-0.298,1.002,0.027,0.418,0.015,0.0,0.0,0.0,0.0,0.0,0.0,2.731,1.301,1.873,-0.918,-0.916,-0.921,0.27,0.273,0.267,-0.298,-0.296,-0.301,-0.014,-0.008,-0.019,0.013,0.025,0.005,-0.022,-0.01,-0.028,1.486,0.049,0.918,0.27,0.298,0.014,0.014,0.022,0.001,0.002,0.001,0.002,0.004,0.004,0.0,0.0,0.0,0.0,0.0,0.0,0.001,0.002,0.002,0.003,0.005,0.005,0.002,0.004,0.002,0.001,0.005,0.005,0.004,0.007,-0.003,0.011,0.009,0.002,8.427,0.729,0.887,0.002,0.002,0.005
193201,-9.002,2.636,-2.907,-0.017,0.015,-0.01,-0.918,0.269,-0.296,1.001,0.025,0.418,0.014,-0.0,0.0,0.0,0.0,0.0,0.0,2.731,1.299,1.871,-0.918,-0.916,-0.921,0.27,0.273,0.267,-0.298,-0.296,-0.301,-0.014,-0.008,-0.019,0.013,0.025,0.005,-0.022,-0.01,-0.028,1.486,0.049,0.918,0.27,0.298,0.014,0.014,0.022,0.001,0.002,0.001,0.002,0.004,0.004,0.0,0.0,0.0,0.0,0.0,0.0,0.001,0.002,0.002,0.003,0.005,0.005,0.002,0.004,0.002,0.001,0.005,0.005,0.004,0.004,-0.004,-0.004,0.016,0.01,8.427,0.729,0.887,0.002,0.002,0.005
